code,name,priority_rank,region,zone,breakfast_mon,breakfast_tues,breakfast_wed,breakfast_thurs,breakfast_fri,breakfast_sat,breakfast_sun,lunch_mon,lunch_tues,lunch_wed,lunch_thurs,lunch_fri,lunch_sat,lunch_sun,dinner_mon,dinner_tues,dinner_wed,dinner_thurs,dinner_fri,dinner_sat,dinner_sun
47,Pine Street Inn - Site 1,2,South End / Southie,3,,,,,,,,15,15,15,15,15,20,20,20,20,20,20,20,20,20
48,Pine Street Inn - Site 2,2,South End / Southie,3,,,,,,,,10,10,10,10,10,10,10,20,20,20,20,20,20,20
30,South Boston Community Health Center,2,South End / Southie,3,,,,,,,,70,70,70,70,70,,,,,,,,,
45,South End Community Health Center,2,South End / Southie,3,,,,,,,,50,50,50,50,50,,,,,,,,,
29,Tufts Medical Center,1,South End / Southie,3,,,,,,,,50,50,50,50,50,,,54,54,54,54,54,,
56,Tufts Medical Center - Cardiothoracic ICU,1,South End / Southie,3,,,,,,,,50,50,50,50,50,,,50,50,50,50,50,,
14,BIDMC - Chelsea,2,Downtown / East,4,,,,,,,,38,38,38,38,38,,,,,,,,,
46,Boston EMS - South End,1,Downtown / East,4,,,,,,,,25,20,25,33,45,,,,,,,,,
25,Cambridge Health Alliance - Everett Hospital,1,Downtown / East,4,,,,,,,,150,150,150,150,150,75,75,75,75,75,75,75,65,65
10,East Boston Neighborhood Health Center,2,Downtown / East,4,,,,,,,,,100,,100,,50,50,,,,,,,
37,Massachusetts General Hospital - Central,1,Downtown / East,4,,,,,,,,,,,,,300,,500,,500,,500,,300
34,Massachusetts General Hospital - PICU,1,Downtown / East,4,,,,,,,,30,,30,30,30,,,,20,20,,,20,
57,MGH Chelsea HealthCare Center,2,Downtown / East,4,,,,,,,,,,,,,110,,,,,,,,
38,North End Waterfront Health Center,2,Downtown / East,4,,,,,,,,85,85,85,85,,,,,,,,,,
24,Cambridge Health Alliance - Cambridge Hospital,1,Cambridge / West,5,,,,,,,,120,120,120,120,120,75,75,75,75,75,75,75,65,65
20,Charles River Community Health,2,Cambridge / West,5,,,,,,,,34,34,34,34,34,,,,,,,,,
42,Mt. Auburn Hospital,1,Cambridge / West,5,,,,,,,,,,75,,,,,,,,,,,
33,Newton Wellesley Hospital,1,Cambridge / West,5,,,,,,,,,,,,,,,,,50,,,,
62,Saint Vincent Hospital,1,Worcester,6,,,,,,,,,,,,,,,100,100,100,100,100,,
65,Brockton Neighborhood Health Center,2,Brockton,7,,,,,,,,200,200,200,200,200,,,,,,,,,
63,Good Samaritan Medical Center,1,Brockton,7,,,,,,,,50,50,50,50,50,50,50,,,,,,,
